Vaccine,Geography Type,Geography,Season,Personnel Type,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States,Nevada,2020-21,Licensed Independent Practitioners,44.9,,12685
Seasonal Influenza,States,New Hampshire,2020-21,Licensed Independent Practitioners,87.6,,3652
Seasonal Influenza,States,New Jersey,2020-21,Licensed Independent Practitioners,69.2,,38226
Seasonal Influenza,States,New Mexico,2020-21,Licensed Independent Practitioners,64.5,,5073
Seasonal Influenza,States,New York,2020-21,Licensed Independent Practitioners,74.2,,64185
Seasonal Influenza,States,North Carolina,2020-21,Licensed Independent Practitioners,90.3,,35975
Seasonal Influenza,States,North Dakota,2020-21,Licensed Independent Practitioners,85.7,,1205
Seasonal Influenza,States,Ohio,2020-21,Licensed Independent Practitioners,51.1,,43343
Seasonal Influenza,States,Oklahoma,2020-21,Licensed Independent Practitioners,86.3,,13790
Seasonal Influenza,States,Oregon,2020-21,Licensed Independent Practitioners,73,,8441
Seasonal Influenza,States,Pennsylvania,2020-21,Licensed Independent Practitioners,88.6,,51059
Seasonal Influenza,National,United States,2020-21,Licensed Independent Practitioners,74.2,,1226674
Seasonal Influenza,States,Rhode Island,2020-21,Licensed Independent Practitioners,87.6,,6536
Seasonal Influenza,States,South Carolina,2020-21,Licensed Independent Practitioners,83.9,,9870
Seasonal Influenza,States,South Dakota,2020-21,Licensed Independent Practitioners,88.7,,2627
Seasonal Influenza,States,Tennessee,2020-21,Licensed Independent Practitioners,80.2,,25209
Seasonal Influenza,States,Texas,2020-21,Licensed Independent Practitioners,69.7,,117285
Seasonal Influenza,States,Utah,2020-21,Licensed Independent Practitioners,90.7,,17622
Seasonal Influenza,States,Vermont,2020-21,Licensed Independent Practitioners,90.6,,625
Seasonal Influenza,States,Virginia,2020-21,Licensed Independent Practitioners,66.1,,27236
Seasonal Influenza,States,Washington,2020-21,Licensed Independent Practitioners,76.2,,29824
Seasonal Influenza,States,West Virginia,2020-21,Licensed Independent Practitioners,78.4,,7361
Seasonal Influenza,States,Wisconsin,2020-21,Licensed Independent Practitioners,86.2,,28369
Seasonal Influenza,States,Wyoming,2020-21,Licensed Independent Practitioners,86.9,,1505
Seasonal Influenza,States,Alabama,2013-14,Adult Students/Trainees and Volunteers,78.6,,17230
Seasonal Influenza,States,Alaska,2013-14,Adult Students/Trainees and Volunteers,53.1,,1354
Seasonal Influenza,States,Arizona,2013-14,Adult Students/Trainees and Volunteers,70.6,,15759
Seasonal Influenza,States,Arkansas,2013-14,Adult Students/Trainees and Volunteers,78.1,,13444
Seasonal Influenza,States,California,2013-14,Adult Students/Trainees and Volunteers,79.1,,127309
Seasonal Influenza,States,Colorado,2013-14,Adult Students/Trainees and Volunteers,95,,16980
Seasonal Influenza,States,Connecticut,2013-14,Adult Students/Trainees and Volunteers,87.6,,14704
Seasonal Influenza,States,Delaware,2013-14,Adult Students/Trainees and Volunteers,95.6,,5530
Seasonal Influenza,States,District of Columbia,2013-14,Adult Students/Trainees and Volunteers,93.6,,2563
Seasonal Influenza,States,Florida,2013-14,Adult Students/Trainees and Volunteers,67,,73718
Seasonal Influenza,States,Georgia,2013-14,Adult Students/Trainees and Volunteers,89.4,,25585
Seasonal Influenza,States,Hawaii,2013-14,Adult Students/Trainees and Volunteers,62.3,,4319
Seasonal Influenza,States,Idaho,2013-14,Adult Students/Trainees and Volunteers,74.5,,3724
Seasonal Influenza,States,Illinois,2013-14,Adult Students/Trainees and Volunteers,81.6,,52792
Seasonal Influenza,States,Indiana,2013-14,Adult Students/Trainees and Volunteers,86.4,,26653
Seasonal Influenza,States,Iowa,2013-14,Adult Students/Trainees and Volunteers,83,,16821
Seasonal Influenza,States,Kansas,2013-14,Adult Students/Trainees and Volunteers,92.2,,13534
Seasonal Influenza,States,Kentucky,2013-14,Adult Students/Trainees and Volunteers,68.3,,16087
Seasonal Influenza,States,Louisiana,2013-14,Adult Students/Trainees and Volunteers,77.1,,18486
Seasonal Influenza,States,Maine,2013-14,Adult Students/Trainees and Volunteers,86.8,,3969
Seasonal Influenza,States,Maryland,2013-14,Adult Students/Trainees and Volunteers,95.2,,18923
Seasonal Influenza,States,Massachusetts,2013-14,Adult Students/Trainees and Volunteers,87.3,,28808
Seasonal Influenza,States,Michigan,2013-14,Adult Students/Trainees and Volunteers,78.6,,39780
Seasonal Influenza,States,Minnesota,2013-14,Adult Students/Trainees and Volunteers,61.9,,18037
Seasonal Influenza,States,Mississippi,2013-14,Adult Students/Trainees and Volunteers,75.2,,8334
Seasonal Influenza,States,Missouri,2013-14,Adult Students/Trainees and Volunteers,85.3,,27807
Seasonal Influenza,States,Montana,2013-14,Adult Students/Trainees and Volunteers,75,,2446
Seasonal Influenza,States,Nebraska,2013-14,Adult Students/Trainees and Volunteers,94.3,,12820
Seasonal Influenza,States,Nevada,2013-14,Adult Students/Trainees and Volunteers,80.6,,5881
Seasonal Influenza,States,New Hampshire,2013-14,Adult Students/Trainees and Volunteers,93.4,,4706
Seasonal Influenza,States,New Jersey,2013-14,Adult Students/Trainees and Volunteers,50.3,,31571
Seasonal Influenza,States,New Mexico,2013-14,Adult Students/Trainees and Volunteers,74.1,,8163
Seasonal Influenza,States,New York,2013-14,Adult Students/Trainees and Volunteers,84.2,,87214
Seasonal Influenza,States,North Carolina,2013-14,Adult Students/Trainees and Volunteers,88.4,,32996
Seasonal Influenza,States,North Dakota,2013-14,Adult Students/Trainees and Volunteers,90.7,,2849
Seasonal Influenza,States,Ohio,2013-14,Adult Students/Trainees and Volunteers,72,,50234
Seasonal Influenza,States,Oklahoma,2013-14,Adult Students/Trainees and Volunteers,81.5,,12876
Seasonal Influenza,States,Oregon,2013-14,Adult Students/Trainees and Volunteers,63,,15588
Seasonal Influenza,States,Pennsylvania,2013-14,Adult Students/Trainees and Volunteers,82.5,,63011
Seasonal Influenza,National,United States,2013-14,Adult Students/Trainees and Volunteers,79.9,,1168861
Seasonal Influenza,States,Rhode Island,2013-14,Adult Students/Trainees and Volunteers,96.3,,5197
Seasonal Influenza,States,South Carolina,2013-14,Adult Students/Trainees and Volunteers,80.2,,16359
Seasonal Influenza,States,South Dakota,2013-14,Adult Students/Trainees and Volunteers,93.3,,4705
Seasonal Influenza,States,Tennessee,2013-14,Adult Students/Trainees and Volunteers,79.1,,26575
Seasonal Influenza,States,Texas,2013-14,Adult Students/Trainees and Volunteers,80.3,,68707
Seasonal Influenza,States,Utah,2013-14,Adult Students/Trainees and Volunteers,92.9,,7789
Seasonal Influenza,States,Vermont,2013-14,Adult Students/Trainees and Volunteers,62,,2543
Seasonal Influenza,States,Virginia,2013-14,Adult Students/Trainees and Volunteers,86.4,,29756
Seasonal Influenza,States,Washington,2013-14,Adult Students/Trainees and Volunteers,89.6,,23335
Seasonal Influenza,States,West Virginia,2013-14,Adult Students/Trainees and Volunteers,71.8,,8452
Seasonal Influenza,States,Wisconsin,2013-14,Adult Students/Trainees and Volunteers,86.6,,30351
Seasonal Influenza,States,Wyoming,2013-14,Adult Students/Trainees and Volunteers,62.8,,2487
Seasonal Influenza,States,Alabama,2014-15,Adult Students/Trainees and Volunteers,89.1,,15551
Seasonal Influenza,States,Alaska,2014-15,Adult Students/Trainees and Volunteers,53.2,,1775
Seasonal Influenza,States,Arizona,2014-15,Adult Students/Trainees and Volunteers,70.3,,18109
Seasonal Influenza,States,Arkansas,2014-15,Adult Students/Trainees and Volunteers,73.8,,14498
Seasonal Influenza,States,California,2014-15,Adult Students/Trainees and Volunteers,81.8,,116249
Seasonal Influenza,States,Colorado,2014-15,Adult Students/Trainees and Volunteers,96.9,,14504
Seasonal Influenza,States,Connecticut,2014-15,Adult Students/Trainees and Volunteers,90.5,,14786
Seasonal Influenza,States,Delaware,2014-15,Adult Students/Trainees and Volunteers,90.3,,5456
Seasonal Influenza,States,District of Columbia,2014-15,Adult Students/Trainees and Volunteers,94,,2861
Seasonal Influenza,States,Florida,2014-15,Adult Students/Trainees and Volunteers,72.2,,77629
Seasonal Influenza,States,Georgia,2014-15,Adult Students/Trainees and Volunteers,89.5,,33332
Seasonal Influenza,States,Hawaii,2014-15,Adult Students/Trainees and Volunteers,73.6,,4836
Seasonal Influenza,States,Idaho,2014-15,Adult Students/Trainees and Volunteers,87.5,,3503
Seasonal Influenza,States,Illinois,2014-15,Adult Students/Trainees and Volunteers,81.1,,50981
Seasonal Influenza,States,Indiana,2014-15,Adult Students/Trainees and Volunteers,88.8,,28479
Seasonal Influenza,States,Iowa,2014-15,Adult Students/Trainees and Volunteers,87.1,,18754
Seasonal Influenza,States,Kansas,2014-15,Adult Students/Trainees and Volunteers,96,,12726
Seasonal Influenza,States,Kentucky,2014-15,Adult Students/Trainees and Volunteers,74.2,,15170
Seasonal Influenza,States,Louisiana,2014-15,Adult Students/Trainees and Volunteers,66.2,,22633
Seasonal Influenza,States,Maine,2014-15,Adult Students/Trainees and Volunteers,80.7,,4124
Seasonal Influenza,States,Maryland,2014-15,Adult Students/Trainees and Volunteers,96.5,,23385
Seasonal Influenza,States,Massachusetts,2014-15,Adult Students/Trainees and Volunteers,90.3,,28464
Seasonal Influenza,States,Michigan,2014-15,Adult Students/Trainees and Volunteers,89.3,,39953
Seasonal Influenza,States,Minnesota,2014-15,Adult Students/Trainees and Volunteers,69.2,,21433
Seasonal Influenza,States,Mississippi,2014-15,Adult Students/Trainees and Volunteers,80.9,,9323
Seasonal Influenza,States,Missouri,2014-15,Adult Students/Trainees and Volunteers,91.4,,31007
Seasonal Influenza,States,Montana,2014-15,Adult Students/Trainees and Volunteers,81.5,,2908
Seasonal Influenza,States,Nebraska,2014-15,Adult Students/Trainees and Volunteers,87.2,,14019
Seasonal Influenza,States,Nevada,2014-15,Adult Students/Trainees and Volunteers,81,,7941
Seasonal Influenza,States,New Hampshire,2014-15,Adult Students/Trainees and Volunteers,91.8,,5910
Seasonal Influenza,States,New Jersey,2014-15,Adult Students/Trainees and Volunteers,59.9,,28238
Seasonal Influenza,States,New Mexico,2014-15,Adult Students/Trainees and Volunteers,87.5,,7856
Seasonal Influenza,States,New York,2014-15,Adult Students/Trainees and Volunteers,88.6,,79868
Seasonal Influenza,States,North Carolina,2014-15,Adult Students/Trainees and Volunteers,87.3,,31921
Seasonal Influenza,States,North Dakota,2014-15,Adult Students/Trainees and Volunteers,93.9,,3387
Seasonal Influenza,States,Ohio,2014-15,Adult Students/Trainees and Volunteers,78.3,,47353
Seasonal Influenza,States,Oklahoma,2014-15,Adult Students/Trainees and Volunteers,90.6,,13894
Seasonal Influenza,States,Oregon,2014-15,Adult Students/Trainees and Volunteers,67.1,,12103
Seasonal Influenza,States,Pennsylvania,2014-15,Adult Students/Trainees and Volunteers,88.1,,62818
Seasonal Influenza,National,United States,2014-15,Adult Students/Trainees and Volunteers,83.8,,1174635
Seasonal Influenza,States,Rhode Island,2014-15,Adult Students/Trainees and Volunteers,97.2,,4942
Seasonal Influenza,States,South Carolina,2014-15,Adult Students/Trainees and Volunteers,82.1,,16631
Seasonal Influenza,States,South Dakota,2014-15,Adult Students/Trainees and Volunteers,96.7,,3345
Seasonal Influenza,States,Tennessee,2014-15,Adult Students/Trainees and Volunteers,87.6,,29997
Seasonal Influenza,States,Texas,2014-15,Adult Students/Trainees and Volunteers,86.1,,62918
Seasonal Influenza,States,Utah,2014-15,Adult Students/Trainees and Volunteers,95.7,,9902
Seasonal Influenza,States,Vermont,2014-15,Adult Students/Trainees and Volunteers,61.8,,2204
Seasonal Influenza,States,Virginia,2014-15,Adult Students/Trainees and Volunteers,86.1,,29070
Seasonal Influenza,States,Washington,2014-15,Adult Students/Trainees and Volunteers,87.9,,24157
Seasonal Influenza,States,West Virginia,2014-15,Adult Students/Trainees and Volunteers,74.9,,9210
Seasonal Influenza,States,Wisconsin,2014-15,Adult Students/Trainees and Volunteers,95,,32723
Seasonal Influenza,States,Wyoming,2014-15,Adult Students/Trainees and Volunteers,74,,1799
Seasonal Influenza,States,Alabama,2015-16,Adult Students/Trainees and Volunteers,89.1,,14136
Seasonal Influenza,States,Alaska,2015-16,Adult Students/Trainees and Volunteers,46.8,,1977
Seasonal Influenza,States,Arizona,2015-16,Adult Students/Trainees and Volunteers,82.1,,16210
Seasonal Influenza,States,Arkansas,2015-16,Adult Students/Trainees and Volunteers,84.7,,12541
Seasonal Influenza,States,California,2015-16,Adult Students/Trainees and Volunteers,82.7,,114533
Seasonal Influenza,States,Colorado,2015-16,Adult Students/Trainees and Volunteers,98.4,,16711
Seasonal Influenza,States,Connecticut,2015-16,Adult Students/Trainees and Volunteers,92.5,,14138
Seasonal Influenza,States,Delaware,2015-16,Adult Students/Trainees and Volunteers,92.1,,5835
Seasonal Influenza,States,District of Columbia,2015-16,Adult Students/Trainees and Volunteers,91.1,,3199
Seasonal Influenza,States,Florida,2015-16,Adult Students/Trainees and Volunteers,84.9,,76470
Seasonal Influenza,States,Georgia,2015-16,Adult Students/Trainees and Volunteers,90.8,,26713
Seasonal Influenza,States,Hawaii,2015-16,Adult Students/Trainees and Volunteers,77.1,,4355
Seasonal Influenza,States,Idaho,2015-16,Adult Students/Trainees and Volunteers,92.2,,4468
Seasonal Influenza,States,Illinois,2015-16,Adult Students/Trainees and Volunteers,82.5,,57272
Seasonal Influenza,States,Indiana,2015-16,Adult Students/Trainees and Volunteers,84.7,,30332
Seasonal Influenza,States,Iowa,2015-16,Adult Students/Trainees and Volunteers,85.1,,22189
Seasonal Influenza,States,Kansas,2015-16,Adult Students/Trainees and Volunteers,95.3,,13917
Seasonal Influenza,States,Kentucky,2015-16,Adult Students/Trainees and Volunteers,89,,14083
Seasonal Influenza,States,Louisiana,2015-16,Adult Students/Trainees and Volunteers,82.1,,16672
Seasonal Influenza,States,Maine,2015-16,Adult Students/Trainees and Volunteers,80.8,,4202
Seasonal Influenza,States,Maryland,2015-16,Adult Students/Trainees and Volunteers,96.8,,17132
Seasonal Influenza,States,Massachusetts,2015-16,Adult Students/Trainees and Volunteers,92.5,,29787
Seasonal Influenza,States,Michigan,2015-16,Adult Students/Trainees and Volunteers,87.4,,35037
Seasonal Influenza,States,Minnesota,2015-16,Adult Students/Trainees and Volunteers,70.9,,24024
Seasonal Influenza,States,Mississippi,2015-16,Adult Students/Trainees and Volunteers,82.9,,10783
Seasonal Influenza,States,Missouri,2015-16,Adult Students/Trainees and Volunteers,90.6,,33627
Seasonal Influenza,States,Montana,2015-16,Adult Students/Trainees and Volunteers,66.9,,3115
Seasonal Influenza,States,Nebraska,2015-16,Adult Students/Trainees and Volunteers,93.3,,12270
Seasonal Influenza,States,Nevada,2015-16,Adult Students/Trainees and Volunteers,85,,6337
Seasonal Influenza,States,New Hampshire,2015-16,Adult Students/Trainees and Volunteers,92.6,,6090
Seasonal Influenza,States,New Jersey,2015-16,Adult Students/Trainees and Volunteers,84.2,,28061
Seasonal Influenza,States,New Mexico,2015-16,Adult Students/Trainees and Volunteers,86.5,,5830
Seasonal Influenza,States,New York,2015-16,Adult Students/Trainees and Volunteers,80.9,,91066
Seasonal Influenza,States,North Carolina,2015-16,Adult Students/Trainees and Volunteers,90.1,,35929
Seasonal Influenza,States,North Dakota,2015-16,Adult Students/Trainees and Volunteers,88.7,,4949
Seasonal Influenza,States,Ohio,2015-16,Adult Students/Trainees and Volunteers,78.8,,56926
Seasonal Influenza,States,Oklahoma,2015-16,Adult Students/Trainees and Volunteers,90.5,,13597
Seasonal Influenza,States,Oregon,2015-16,Adult Students/Trainees and Volunteers,64.9,,13683
Seasonal Influenza,States,Pennsylvania,2015-16,Adult Students/Trainees and Volunteers,90.6,,58390
Seasonal Influenza,National,United States,2015-16,Adult Students/Trainees and Volunteers,86.4,,1191901
Seasonal Influenza,States,Rhode Island,2015-16,Adult Students/Trainees and Volunteers,98.2,,5570
Seasonal Influenza,States,South Carolina,2015-16,Adult Students/Trainees and Volunteers,85.7,,17098
Seasonal Influenza,States,South Dakota,2015-16,Adult Students/Trainees and Volunteers,97.9,,4741
Seasonal Influenza,States,Tennessee,2015-16,Adult Students/Trainees and Volunteers,94.8,,37530
Seasonal Influenza,States,Texas,2015-16,Adult Students/Trainees and Volunteers,90.9,,58572
Seasonal Influenza,States,Utah,2015-16,Adult Students/Trainees and Volunteers,92.1,,11164
Seasonal Influenza,States,Vermont,2015-16,Adult Students/Trainees and Volunteers,67,,2578
Seasonal Influenza,States,Virginia,2015-16,Adult Students/Trainees and Volunteers,87.8,,24285
Seasonal Influenza,States,Washington,2015-16,Adult Students/Trainees and Volunteers,89.6,,25998
Seasonal Influenza,States,West Virginia,2015-16,Adult Students/Trainees and Volunteers,88.3,,8956
Seasonal Influenza,States,Wisconsin,2015-16,Adult Students/Trainees and Volunteers,93.4,,36719
Seasonal Influenza,States,Wyoming,2015-16,Adult Students/Trainees and Volunteers,86,,2104
Seasonal Influenza,States,Alabama,2016-17,Adult Students/Trainees and Volunteers,90.2,,18794
Seasonal Influenza,States,Alaska,2016-17,Adult Students/Trainees and Volunteers,73.4,,1851
Seasonal Influenza,States,Arizona,2016-17,Adult Students/Trainees and Volunteers,83.8,,17807
Seasonal Influenza,States,Arkansas,2016-17,Adult Students/Trainees and Volunteers,81.8,,14964
Seasonal Influenza,States,California,2016-17,Adult Students/Trainees and Volunteers,85,,115929
Seasonal Influenza,States,Colorado,2016-17,Adult Students/Trainees and Volunteers,98,,13452
Seasonal Influenza,States,Connecticut,2016-17,Adult Students/Trainees and Volunteers,89.3,,12523
Seasonal Influenza,States,Delaware,2016-17,Adult Students/Trainees and Volunteers,87.5,,4414
Seasonal Influenza,States,District of Columbia,2016-17,Adult Students/Trainees and Volunteers,99,,2589
Seasonal Influenza,States,Florida,2016-17,Adult Students/Trainees and Volunteers,83.8,,83861
Seasonal Influenza,States,Georgia,2016-17,Adult Students/Trainees and Volunteers,90.4,,27313
Seasonal Influenza,States,Hawaii,2016-17,Adult Students/Trainees and Volunteers,91.5,,3131
Seasonal Influenza,States,Idaho,2016-17,Adult Students/Trainees and Volunteers,95.4,,6614
Seasonal Influenza,States,Illinois,2016-17,Adult Students/Trainees and Volunteers,83,,60244
Seasonal Influenza,States,Indiana,2016-17,Adult Students/Trainees and Volunteers,88.3,,30635
Seasonal Influenza,States,Iowa,2016-17,Adult Students/Trainees and Volunteers,92,,18076
Seasonal Influenza,States,Kansas,2016-17,Adult Students/Trainees and Volunteers,94.3,,13726
Seasonal Influenza,States,Kentucky,2016-17,Adult Students/Trainees and Volunteers,84.1,,18755
Seasonal Influenza,States,Louisiana,2016-17,Adult Students/Trainees and Volunteers,90.6,,15942
Seasonal Influenza,States,Maine,2016-17,Adult Students/Trainees and Volunteers,84,,4188
Seasonal Influenza,States,Maryland,2016-17,Adult Students/Trainees and Volunteers,95.4,,14246
Seasonal Influenza,States,Massachusetts,2016-17,Adult Students/Trainees and Volunteers,95.5,,27453
Seasonal Influenza,States,Michigan,2016-17,Adult Students/Trainees and Volunteers,88.4,,33490
Seasonal Influenza,States,Minnesota,2016-17,Adult Students/Trainees and Volunteers,75.5,,21988
Seasonal Influenza,States,Mississippi,2016-17,Adult Students/Trainees and Volunteers,90,,11338
Seasonal Influenza,States,Missouri,2016-17,Adult Students/Trainees and Volunteers,93.8,,32171
Seasonal Influenza,States,Montana,2016-17,Adult Students/Trainees and Volunteers,91.4,,2620
Seasonal Influenza,States,Nebraska,2016-17,Adult Students/Trainees and Volunteers,95.8,,14035
Seasonal Influenza,States,Nevada,2016-17,Adult Students/Trainees and Volunteers,91.6,,6560
Seasonal Influenza,States,New Hampshire,2016-17,Adult Students/Trainees and Volunteers,96.2,,5934
Seasonal Influenza,States,New Jersey,2016-17,Adult Students/Trainees and Volunteers,85.2,,29195
Seasonal Influenza,States,New Mexico,2016-17,Adult Students/Trainees and Volunteers,88.6,,6312
Seasonal Influenza,States,New York,2016-17,Adult Students/Trainees and Volunteers,85.9,,81848
Seasonal Influenza,States,North Carolina,2016-17,Adult Students/Trainees and Volunteers,88.2,,36164
Seasonal Influenza,States,North Dakota,2016-17,Adult Students/Trainees and Volunteers,91,,4984
Seasonal Influenza,States,Ohio,2016-17,Adult Students/Trainees and Volunteers,84,,54674
Seasonal Influenza,States,Oklahoma,2016-17,Adult Students/Trainees and Volunteers,91.6,,15148
Seasonal Influenza,States,Oregon,2016-17,Adult Students/Trainees and Volunteers,70.8,,13746
Seasonal Influenza,States,Pennsylvania,2016-17,Adult Students/Trainees and Volunteers,90.3,,62963
Seasonal Influenza,National,United States,2016-17,Adult Students/Trainees and Volunteers,87.8,,1187142
Seasonal Influenza,States,Rhode Island,2016-17,Adult Students/Trainees and Volunteers,98.4,,4750
Seasonal Influenza,States,South Carolina,2016-17,Adult Students/Trainees and Volunteers,87.4,,16432
Seasonal Influenza,States,South Dakota,2016-17,Adult Students/Trainees and Volunteers,91.4,,3450
Seasonal Influenza,States,Tennessee,2016-17,Adult Students/Trainees and Volunteers,92.8,,27001
Seasonal Influenza,States,Texas,2016-17,Adult Students/Trainees and Volunteers,88.7,,64854
Seasonal Influenza,States,Utah,2016-17,Adult Students/Trainees and Volunteers,91.3,,11355
Seasonal Influenza,States,Vermont,2016-17,Adult Students/Trainees and Volunteers,64,,2749
Seasonal Influenza,States,Virginia,2016-17,Adult Students/Trainees and Volunteers,89.6,,25638
Seasonal Influenza,States,Washington,2016-17,Adult Students/Trainees and Volunteers,90.9,,24470
Seasonal Influenza,States,West Virginia,2016-17,Adult Students/Trainees and Volunteers,94.6,,7982
Seasonal Influenza,States,Wisconsin,2016-17,Adult Students/Trainees and Volunteers,93.7,,36055
Seasonal Influenza,States,Wyoming,2016-17,Adult Students/Trainees and Volunteers,82.9,,2729
Seasonal Influenza,States,Alabama,2017-18,Adult Students/Trainees and Volunteers,91.6,,17497
Seasonal Influenza,States,Alaska,2017-18,Adult Students/Trainees and Volunteers,63.6,,2806
Seasonal Influenza,States,Arizona,2017-18,Adult Students/Trainees and Volunteers,87.8,,18439
Seasonal Influenza,States,Arkansas,2017-18,Adult Students/Trainees and Volunteers,85.6,,13213
Seasonal Influenza,States,California,2017-18,Adult Students/Trainees and Volunteers,84.3,,113023
Seasonal Influenza,States,Colorado,2017-18,Adult Students/Trainees and Volunteers,98.1,,14995
Seasonal Influenza,States,Connecticut,2017-18,Adult Students/Trainees and Volunteers,96.2,,10910
Seasonal Influenza,States,Delaware,2017-18,Adult Students/Trainees and Volunteers,87.2,,4249
Seasonal Influenza,States,District of Columbia,2017-18,Adult Students/Trainees and Volunteers,93.9,,2015
Seasonal Influenza,States,Florida,2017-18,Adult Students/Trainees and Volunteers,86.1,,84422
Seasonal Influenza,States,Georgia,2017-18,Adult Students/Trainees and Volunteers,94.4,,23631
Seasonal Influenza,States,Hawaii,2017-18,Adult Students/Trainees and Volunteers,90.9,,3805
Seasonal Influenza,States,Idaho,2017-18,Adult Students/Trainees and Volunteers,93.8,,6205
Seasonal Influenza,States,Illinois,2017-18,Adult Students/Trainees and Volunteers,91.9,,54371
Seasonal Influenza,States,Indiana,2017-18,Adult Students/Trainees and Volunteers,91.7,,30236
Seasonal Influenza,States,Iowa,2017-18,Adult Students/Trainees and Volunteers,92,,16760
Seasonal Influenza,States,Kansas,2017-18,Adult Students/Trainees and Volunteers,94.5,,15166
Seasonal Influenza,States,Kentucky,2017-18,Adult Students/Trainees and Volunteers,91.8,,18947
Seasonal Influenza,States,Louisiana,2017-18,Adult Students/Trainees and Volunteers,90,,16320
Seasonal Influenza,States,Maine,2017-18,Adult Students/Trainees and Volunteers,83.1,,4053
Seasonal Influenza,States,Maryland,2017-18,Adult Students/Trainees and Volunteers,96.4,,16630
Seasonal Influenza,States,Massachusetts,2017-18,Adult Students/Trainees and Volunteers,93.4,,29674
Seasonal Influenza,States,Michigan,2017-18,Adult Students/Trainees and Volunteers,89.3,,31949
Seasonal Influenza,States,Minnesota,2017-18,Adult Students/Trainees and Volunteers,81.4,,20923
Seasonal Influenza,States,Mississippi,2017-18,Adult Students/Trainees and Volunteers,87.8,,10307
Seasonal Influenza,States,Missouri,2017-18,Adult Students/Trainees and Volunteers,84,,33344
Seasonal Influenza,States,Montana,2017-18,Adult Students/Trainees and Volunteers,80.8,,3020
Seasonal Influenza,States,Nebraska,2017-18,Adult Students/Trainees and Volunteers,77.9,,15370
Seasonal Influenza,States,Nevada,2017-18,Adult Students/Trainees and Volunteers,90.3,,8479
Seasonal Influenza,States,New Hampshire,2017-18,Adult Students/Trainees and Volunteers,95.4,,6329
Seasonal Influenza,States,New Jersey,2017-18,Adult Students/Trainees and Volunteers,88.8,,27035
Seasonal Influenza,States,New Mexico,2017-18,Adult Students/Trainees and Volunteers,91.6,,6684
Seasonal Influenza,States,New York,2017-18,Adult Students/Trainees and Volunteers,87.3,,80015
Seasonal Influenza,States,North Carolina,2017-18,Adult Students/Trainees and Volunteers,88.6,,37374
Seasonal Influenza,States,North Dakota,2017-18,Adult Students/Trainees and Volunteers,93.2,,4670
Seasonal Influenza,States,Ohio,2017-18,Adult Students/Trainees and Volunteers,86.7,,49188
Seasonal Influenza,States,Oklahoma,2017-18,Adult Students/Trainees and Volunteers,94.3,,14853
Seasonal Influenza,States,Oregon,2017-18,Adult Students/Trainees and Volunteers,74.9,,12522
Seasonal Influenza,States,Pennsylvania,2017-18,Adult Students/Trainees and Volunteers,95.7,,53804
Seasonal Influenza,National,United States,2017-18,Adult Students/Trainees and Volunteers,89.1,,1169097
Seasonal Influenza,States,Rhode Island,2017-18,Adult Students/Trainees and Volunteers,98.8,,5671
Seasonal Influenza,States,South Carolina,2017-18,Adult Students/Trainees and Volunteers,86.3,,14708
Seasonal Influenza,States,South Dakota,2017-18,Adult Students/Trainees and Volunteers,94.5,,4920
Seasonal Influenza,States,Tennessee,2017-18,Adult Students/Trainees and Volunteers,91.3,,29818
Seasonal Influenza,States,Texas,2017-18,Adult Students/Trainees and Volunteers,89,,70409
Seasonal Influenza,States,Utah,2017-18,Adult Students/Trainees and Volunteers,91.7,,14085
Seasonal Influenza,States,Vermont,2017-18,Adult Students/Trainees and Volunteers,66.9,,2919
Seasonal Influenza,States,Virginia,2017-18,Adult Students/Trainees and Volunteers,89,,25246
Seasonal Influenza,States,Washington,2017-18,Adult Students/Trainees and Volunteers,89.2,,22293
Seasonal Influenza,States,West Virginia,2017-18,Adult Students/Trainees and Volunteers,91.9,,7719
Seasonal Influenza,States,Wisconsin,2017-18,Adult Students/Trainees and Volunteers,95.9,,35952
Seasonal Influenza,States,Wyoming,2017-18,Adult Students/Trainees and Volunteers,90.6,,2124
Seasonal Influenza,States,Alabama,2018-19,Adult Students/Trainees and Volunteers,93.7,,18763
Seasonal Influenza,States,Alaska,2018-19,Adult Students/Trainees and Volunteers,77.1,,2536
Seasonal Influenza,States,Arizona,2018-19,Adult Students/Trainees and Volunteers,92.8,,15625
Seasonal Influenza,States,Arkansas,2018-19,Adult Students/Trainees and Volunteers,88.4,,17488
Seasonal Influenza,States,California,2018-19,Adult Students/Trainees and Volunteers,85.7,,117491
Seasonal Influenza,States,Colorado,2018-19,Adult Students/Trainees and Volunteers,93.2,,14440
Seasonal Influenza,States,Connecticut,2018-19,Adult Students/Trainees and Volunteers,94.3,,10966
Seasonal Influenza,States,Delaware,2018-19,Adult Students/Trainees and Volunteers,95.9,,4837
Seasonal Influenza,States,District of Columbia,2018-19,Adult Students/Trainees and Volunteers,90.1,,1848
Seasonal Influenza,States,Florida,2018-19,Adult Students/Trainees and Volunteers,88.9,,82932
Seasonal Influenza,States,Georgia,2018-19,Adult Students/Trainees and Volunteers,96.2,,26127
Seasonal Influenza,States,Hawaii,2018-19,Adult Students/Trainees and Volunteers,90.6,,2791
Seasonal Influenza,States,Idaho,2018-19,Adult Students/Trainees and Volunteers,95.6,,6522
